Generated by http://statistics.gov.scot,2022-08-01T11:46:37+00:00,
http://statistics.gov.scot/id/statistical-geography/S01012696,"Chapelton, Glengavel and Sandford - 02",1
http://statistics.gov.scot/id/statistical-geography/S01012697,"Chapelton, Glengavel and Sandford - 03",3
http://statistics.gov.scot/id/statistical-geography/S01012698,"Chapelton, Glengavel and Sandford - 04",2
http://statistics.gov.scot/id/statistical-geography/S01009517,Chapelwood,6
http://statistics.gov.scot/id/statistical-geography/S01007845,Charleston - 01,14
http://statistics.gov.scot/id/statistical-geography/S01007846,Charleston - 02,11
http://statistics.gov.scot/id/statistical-geography/S01007847,Charleston - 03,11
http://statistics.gov.scot/id/statistical-geography/S01007848,Charleston - 04,19
http://statistics.gov.scot/id/statistical-geography/S01007849,Charleston - 05,15
http://statistics.gov.scot/id/statistical-geography/S01009288,Charlestown and Bellknowes,2
http://statistics.gov.scot/id/statistical-geography/S01012321,Chirnside - East,17
http://statistics.gov.scot/id/statistical-geography/S01012320,Chirnside - West,18
http://statistics.gov.scot/id/statistical-geography/S01011704,Chryston and Muirhead - 01,7
http://statistics.gov.scot/id/statistical-geography/S01011705,Chryston and Muirhead - 02,5
http://statistics.gov.scot/id/statistical-geography/S01011706,Chryston and Muirhead - 03,15
http://statistics.gov.scot/id/statistical-geography/S01011707,Chryston and Muirhead - 04,10
http://statistics.gov.scot/id/statistical-geography/S01011708,Chryston and Muirhead - 05,11
http://statistics.gov.scot/id/statistical-geography/S01007701,City Centre - 01,15
http://statistics.gov.scot/id/statistical-geography/S01013067,City Centre - 01,15
http://statistics.gov.scot/id/statistical-geography/S01007702,City Centre - 02,16
http://statistics.gov.scot/id/statistical-geography/S01013068,City Centre - 02,15
http://statistics.gov.scot/id/statistical-geography/S01007703,City Centre - 03,20
http://statistics.gov.scot/id/statistical-geography/S01013069,City Centre - 03,19
http://statistics.gov.scot/id/statistical-geography/S01007704,City Centre - 04,18
http://statistics.gov.scot/id/statistical-geography/S01013070,City Centre - 04,16
http://statistics.gov.scot/id/statistical-geography/S01007705,City Centre - 05,17
http://statistics.gov.scot/id/statistical-geography/S01013071,City Centre - 05,19
http://statistics.gov.scot/id/statistical-geography/S01007706,City Centre - 06,17
http://statistics.gov.scot/id/statistical-geography/S01006587,City Centre East - 01,12
http://statistics.gov.scot/id/statistical-geography/S01010259,City Centre East - 01,7
http://statistics.gov.scot/id/statistical-geography/S01006588,City Centre East - 02,17
http://statistics.gov.scot/id/statistical-geography/S01010260,City Centre East - 02,5
http://statistics.gov.scot/id/statistical-geography/S01006589,City Centre East - 03,16
http://statistics.gov.scot/id/statistical-geography/S01010261,City Centre East - 03,4
http://statistics.gov.scot/id/statistical-geography/S01006590,City Centre East - 04,15
http://statistics.gov.scot/id/statistical-geography/S01010262,City Centre East - 04,10
http://statistics.gov.scot/id/statistical-geography/S01010263,City Centre East - 05,6
http://statistics.gov.scot/id/statistical-geography/S01010264,City Centre East - 06,7
http://statistics.gov.scot/id/statistical-geography/S01010265,City Centre East - 07,8
http://statistics.gov.scot/id/statistical-geography/S01010272,City Centre South - 01,11
http://statistics.gov.scot/id/statistical-geography/S01010273,City Centre South - 02,7
http://statistics.gov.scot/id/statistical-geography/S01010274,City Centre South - 03,5
http://statistics.gov.scot/id/statistical-geography/S01010275,City Centre South - 04,11
http://statistics.gov.scot/id/statistical-geography/S01006582,City Centre West - 01,14
http://statistics.gov.scot/id/statistical-geography/S01010266,City Centre West - 01,16
http://statistics.gov.scot/id/statistical-geography/S01006583,City Centre West - 02,17
http://statistics.gov.scot/id/statistical-geography/S01010267,City Centre West - 02,17
http://statistics.gov.scot/id/statistical-geography/S01006584,City Centre West - 03,19
http://statistics.gov.scot/id/statistical-geography/S01010268,City Centre West - 03,19
http://statistics.gov.scot/id/statistical-geography/S01006585,City Centre West - 04,18
http://statistics.gov.scot/id/statistical-geography/S01010269,City Centre West - 04,16
http://statistics.gov.scot/id/statistical-geography/S01006586,City Centre West - 05,15
http://statistics.gov.scot/id/statistical-geography/S01010270,City Centre West - 05,8
http://statistics.gov.scot/id/statistical-geography/S01010271,City Centre West - 06,16
http://statistics.gov.scot/id/statistical-geography/S01007448,"Clackmannan, Kennet and Forestmill - 01",4
http://statistics.gov.scot/id/statistical-geography/S01007449,"Clackmannan, Kennet and Forestmill - 02",13
http://statistics.gov.scot/id/statistical-geography/S01007450,"Clackmannan, Kennet and Forestmill - 03",15
http://statistics.gov.scot/id/statistical-geography/S01007451,"Clackmannan, Kennet and Forestmill - 04",10
http://statistics.gov.scot/id/statistical-geography/S01007452,"Clackmannan, Kennet and Forestmill - 05",12
http://statistics.gov.scot/id/statistical-geography/S01007453,"Clackmannan, Kennet and Forestmill - 06",5
http://statistics.gov.scot/id/statistical-geography/S01008371,Clarkston and Sheddens - 01,10
http://statistics.gov.scot/id/statistical-geography/S01008372,Clarkston and Sheddens - 02,7
http://statistics.gov.scot/id/statistical-geography/S01008373,Clarkston and Sheddens - 03,14
http://statistics.gov.scot/id/statistical-geography/S01008374,Clarkston and Sheddens - 04,18
http://statistics.gov.scot/id/statistical-geography/S01008375,Clarkston and Sheddens - 05,13
http://statistics.gov.scot/id/statistical-geography/S01008376,Clarkston and Sheddens - 06,20
http://statistics.gov.scot/id/statistical-geography/S01008377,Clarkston and Sheddens - 07,20
http://statistics.gov.scot/id/statistical-geography/S01008378,Clarkston and Sheddens - 08,17
http://statistics.gov.scot/id/statistical-geography/S01007002,Clashindarroch - 01,3
http://statistics.gov.scot/id/statistical-geography/S01007003,Clashindarroch - 02,2
http://statistics.gov.scot/id/statistical-geography/S01007004,Clashindarroch - 03,1
http://statistics.gov.scot/id/statistical-geography/S01007005,Clashindarroch - 04,2
http://statistics.gov.scot/id/statistical-geography/S01007006,Clashindarroch - 05,2
http://statistics.gov.scot/id/statistical-geography/S01007007,Clashindarroch - 06,1
http://statistics.gov.scot/id/statistical-geography/S01009733,Clayton and Clatto,2
http://statistics.gov.scot/id/statistical-geography/S01011447,Cleland - 01,5
http://statistics.gov.scot/id/statistical-geography/S01011448,Cleland - 02,4
http://statistics.gov.scot/id/statistical-geography/S01011449,Cleland - 03,8
http://statistics.gov.scot/id/statistical-geography/S01011450,Cleland - 04,6
http://statistics.gov.scot/id/statistical-geography/S01011451,Cleland - 05,2
http://statistics.gov.scot/id/statistical-geography/S01008948,Clermiston and Drumbrae - 01,12
http://statistics.gov.scot/id/statistical-geography/S01008949,Clermiston and Drumbrae - 02,15
http://statistics.gov.scot/id/statistical-geography/S01008950,Clermiston and Drumbrae - 03,12
http://statistics.gov.scot/id/statistical-geography/S01008951,Clermiston and Drumbrae - 04,6
http://statistics.gov.scot/id/statistical-geography/S01008952,Clermiston and Drumbrae - 05,6
http://statistics.gov.scot/id/statistical-geography/S01008953,Clermiston and Drumbrae - 06,12
http://statistics.gov.scot/id/statistical-geography/S01008954,Clermiston and Drumbrae - 07,11
http://statistics.gov.scot/id/statistical-geography/S01011598,Cliftonville - 01,10
http://statistics.gov.scot/id/statistical-geography/S01011599,Cliftonville - 02,17
http://statistics.gov.scot/id/statistical-geography/S01011600,Cliftonville - 03,19
http://statistics.gov.scot/id/statistical-geography/S01011601,Cliftonville - 04,13
http://statistics.gov.scot/id/statistical-geography/S01012273,Clovenfords and Area,3
http://statistics.gov.scot/id/statistical-geography/S01008449,Clovenstone and Wester Hailes - 01,11
http://statistics.gov.scot/id/statistical-geography/S01008450,Clovenstone and Wester Hailes - 02,10
http://statistics.gov.scot/id/statistical-geography/S01008451,Clovenstone and Wester Hailes - 03,20
http://statistics.gov.scot/id/statistical-geography/S01008452,Clovenstone and Wester Hailes - 04,14
http://statistics.gov.scot/id/statistical-geography/S01008453,Clovenstone and Wester Hailes - 05,16
http://statistics.gov.scot/id/statistical-geography/S01013141,Clydebank - 01,13
http://statistics.gov.scot/id/statistical-geography/S01013142,Clydebank - 02,13
http://statistics.gov.scot/id/statistical-geography/S01013143,Clydebank - 03,10
http://statistics.gov.scot/id/statistical-geography/S01013144,Clydebank - 04,8
http://statistics.gov.scot/id/statistical-geography/S01013145,Clydebank - 05,8
http://statistics.gov.scot/id/statistical-geography/S01013146,Clydebank - 06,7
http://statistics.gov.scot/id/statistical-geography/S01013152,Clydebank East - 01,3
http://statistics.gov.scot/id/statistical-geography/S01013153,Clydebank East - 02,3
http://statistics.gov.scot/id/statistical-geography/S01013154,Clydebank East - 03,3
http://statistics.gov.scot/id/statistical-geography/S01013155,Clydebank East - 04,3
http://statistics.gov.scot/id/statistical-geography/S01013156,Clydebank East - 05,3
http://statistics.gov.scot/id/statistical-geography/S01013157,Clydebank East - 06,3
http://statistics.gov.scot/id/statistical-geography/S01013147,Clydebank North - 01,10
http://statistics.gov.scot/id/statistical-geography/S01013148,Clydebank North - 02,6
http://statistics.gov.scot/id/statistical-geography/S01013149,Clydebank North - 03,5
http://statistics.gov.scot/id/statistical-geography/S01013150,Clydebank North - 04,6
http://statistics.gov.scot/id/statistical-geography/S01013151,Clydebank North - 05,6
http://statistics.gov.scot/id/statistical-geography/S01012570,Clydesdale South - 01,1
http://statistics.gov.scot/id/statistical-geography/S01012571,Clydesdale South - 02,1
http://statistics.gov.scot/id/statistical-geography/S01012572,Clydesdale South - 03,1
http://statistics.gov.scot/id/statistical-geography/S01012573,Clydesdale South - 04,1
http://statistics.gov.scot/id/statistical-geography/S01011460,Clydesdale and New Stevenston - 01,8
http://statistics.gov.scot/id/statistical-geography/S01011461,Clydesdale and New Stevenston - 02,15
http://statistics.gov.scot/id/statistical-geography/S01011462,Clydesdale and New Stevenston - 03,11
http://statistics.gov.scot/id/statistical-geography/S01011463,Clydesdale and New Stevenston - 04,12
http://statistics.gov.scot/id/statistical-geography/S01009612,Coaltown of Balgonie East,10
http://statistics.gov.scot/id/statistical-geography/S01009613,Coaltown of Balgonie West,15
http://statistics.gov.scot/id/statistical-geography/S01011580,Coatbridge West - 01,10
http://statistics.gov.scot/id/statistical-geography/S01011581,Coatbridge West - 02,12
http://statistics.gov.scot/id/statistical-geography/S01011582,Coatbridge West - 03,8
http://statistics.gov.scot/id/statistical-geography/S01011583,Coatbridge West - 04,9
http://statistics.gov.scot/id/statistical-geography/S01011584,Coatbridge West - 05,6
http://statistics.gov.scot/id/statistical-geography/S01011648,Coatdyke and Whinhall - 01,4
http://statistics.gov.scot/id/statistical-geography/S01011649,Coatdyke and Whinhall - 02,8
http://statistics.gov.scot/id/statistical-geography/S01011650,Coatdyke and Whinhall - 03,11
http://statistics.gov.scot/id/statistical-geography/S01011651,Coatdyke and Whinhall - 04,16
http://statistics.gov.scot/id/statistical-geography/S01011652,Coatdyke and Whinhall - 05,4
http://statistics.gov.scot/id/statistical-geography/S01011653,Coatdyke and Whinhall - 06,11
http://statistics.gov.scot/id/statistical-geography/S01011654,Coatdyke and Whinhall - 07,17
http://statistics.gov.scot/id/statistical-geography/S01012313,Cockburnspath and Area,1
http://statistics.gov.scot/id/statistical-geography/S01008210,Cockenzie - 01,17
http://statistics.gov.scot/id/statistical-geography/S01008211,Cockenzie - 02,18
http://statistics.gov.scot/id/statistical-geography/S01008212,Cockenzie - 03,7
http://statistics.gov.scot/id/statistical-geography/S01008213,Cockenzie - 04,8
http://statistics.gov.scot/id/statistical-geography/S01008214,Cockenzie - 05,15
http://statistics.gov.scot/id/statistical-geography/S01008215,Cockenzie - 06,10
http://statistics.gov.scot/id/statistical-geography/S01008216,Cockenzie - 07,8
http://statistics.gov.scot/id/statistical-geography/S01008217,Cockenzie - 08,5
http://statistics.gov.scot/id/statistical-geography/S01012311,Coldingham,13
http://statistics.gov.scot/id/statistical-geography/S01012327,Coldstream - East,13
http://statistics.gov.scot/id/statistical-geography/S01012326,Coldstream - South,20
http://statistics.gov.scot/id/statistical-geography/S01012325,Coldstream - West,11
http://statistics.gov.scot/id/statistical-geography/S01009700,Colinsburgh Kilconquhar and Balcormo,2
http://statistics.gov.scot/id/statistical-geography/S01008524,Colinton Mains and Firrhill - 01,5
http://statistics.gov.scot/id/statistical-geography/S01008525,Colinton Mains and Firrhill - 02,10
http://statistics.gov.scot/id/statistical-geography/S01008526,Colinton Mains and Firrhill - 03,17
http://statistics.gov.scot/id/statistical-geography/S01008527,Colinton Mains and Firrhill - 04,14
http://statistics.gov.scot/id/statistical-geography/S01008528,Colinton Mains and Firrhill - 05,8
http://statistics.gov.scot/id/statistical-geography/S01008444,Colinton and Kingsknowe - 01,7
http://statistics.gov.scot/id/statistical-geography/S01008445,Colinton and Kingsknowe - 02,7
http://statistics.gov.scot/id/statistical-geography/S01008446,Colinton and Kingsknowe - 03,8
http://statistics.gov.scot/id/statistical-geography/S01008447,Colinton and Kingsknowe - 04,5
http://statistics.gov.scot/id/statistical-geography/S01008448,Colinton and Kingsknowe - 05,6
